63.2,53.7,55.7,46.7,66.9,56.4,74.8,66.5
60.4,61.6,61.7,66.6,67.4,61.6,63.3,70.5
55.8,62.9,57,74.7,74.3,67.3,70.9,70.2
66.4,61.9,59.9,72.8,77.6,70.8,74.6,73.6
75.2,66.4,68.2,73.7,74.8,72.2,74.4,73.2
76.4,72.8,68.8,74.2,77.3,73.8,74.2,78.7
74.9,69.6,72.5,74.8,73.2,75.5,79.4,75.9
70.4,78.4,70.3,82.2,71.3,80.6,82.8,76.6
77.8,76,70.3,74.4,73.4,77.1,76,77.2
82,76.6,77.1,77,80.4,77.4,76,79.5
